ra,dec,type,const,mag,name,rarad,decrad,id,r1,r2,angle,dso_source,id1,cat1,id2,cat2,dupid,dupcat,display_mag
0.502944,2.09306,Gxy,Cet,12.9,,0.131671,0.0365307,237,1.9,1.4,40,2,132,NGC,,,,,
0.505944,-33.2472,Gxy,Scl,10.5,,0.132456,-0.580274,238,8.5,2,50,2,134,NGC,,,,,
0.51412,-12.72,Gxy,Cet,15,,0.134596,-0.222006,239,0.85,,,3,23,IC,,,,,
0.516444,5.16,Gxy,Psc,13.9,,0.135205,0.090059,240,1.4,0.7,175,2,138,NGC,,,,,
0.518417,5.07889,Gxy,Psc,14.6,,0.135721,0.0886433,241,0.8,0.5,,2,139,NGC,,,,,
0.515944,10.2072,Gxy,Psc,12.9,,0.135074,0.17815,242,1.3,1.3,,2,137,NGC,,,,,
0.521361,63.3528,OC,Cas,9.4,,0.136492,1.10571,243,7,,,2,133,NGC,,,,,
0.52,30.85,OC,And,,,0.136136,0.538434,244,,,,1,24,IC,,,,,
0.52002,-0.40732,Gxy,Cet,15.42,,0.136141,-0.00710908,245,0.83,0.43,34.3,3,25,IC,,,,,
0.522306,30.7922,Gxy,And,13.4,,0.136739,0.537426,246,1.5,1.3,45,2,140,NGC,,,,,
0.519194,-22.6189,Gxy,Cet,14,,0.135925,-0.394774,247,1.1,0.6,101,2,142,NGC,,,,,
0.521528,5.17972,Gxy,Psc,14.4,,0.136536,0.0904032,248,0.9,0.6,90,2,141,NGC,,,,,
0.521139,-22.5606,Gxy,Cet,14.6,,0.136434,-0.393756,249,1,0.2,20,2,143,NGC,,,,,
0.522528,-22.6456,Gxy,Cet,13.9,,0.136797,-0.39524,250,0.8,0.8,,2,144,NGC,,,,,
0.525194,61.5094,OC,Cas,,,0.137496,1.07354,251,1.2,,,2,136,NGC,,,,,
0.529333,-5.1525,Gxy,Cet,12.7,,0.138579,-0.0899281,252,1.8,1.3,135,2,145,NGC,,,,,
0.529417,-13.3378,Gxy,Cet,15.1,,0.138601,-0.232788,253,0.5,0.5,,2,135,NGC,,,,,
0.53,-13.3333,,Cet,,,0.138754,-0.232711,254,,,,1,26,IC,,,135,NGC,
0.54448,-25.6075,Gxy,Scl,14.44,,0.142545,-0.446936,255,1.35,0.34,14.9,3,1553,IC,,,,,
0.54875,-73.1164,OC,Tuc,12,,0.143662,-1.27612,256,3,,,2,152,NGC,,,,,
0.551083,63.3092,OC,Cas,9.1,,0.144273,1.10495,257,6,,,2,146,NGC,,,,,
0.551667,-13.3667,,Cet,,,0.144426,-0.233292,258,,,,1,27,IC,,,,,
0.551667,-13.45,,Cet,,,0.144426,-0.234747,259,,,,1,28,IC,,,,,
0.55205,-32.2584,Gxy,Scl,13.81,,0.144526,-0.563016,260,1.38,0.79,27.3,3,1554,IC,,,,,
0.553333,48.5086,Gxy,Cas,9.6,,0.144862,0.846635,261,13.2,7.8,25,2,147,NGC,17,C,,,
0.563972,30.7236,Gxy,And,13.8,,0.147648,0.536228,262,1.3,0.8,155,2,149,NGC,,,,,
0.567417,-9.705,Gxy,Cet,11.6,,0.148549,-0.169384,263,3.7,1.7,75,2,151,NGC,,,153,NGC,
0.567417,-9.705,Gxy,Cet,11.6,,0.148549,-0.169384,264,3.7,1.9,45,2,153,NGC,,,,,
0.572028,-12.6556,Gxy,Cet,14,,0.149757,-0.220881,265,1.1,0.9,80,2,154,NGC,,,,,
0.56966,-2.17761,Gxy,Cet,15.8,,0.149137,-0.0380065,266,0.66,0.49,159.6,3,29,IC,,,,,
0.570917,-31.7856,Gxy,Scl,12.1,,0.149466,-0.554763,267,2,0.8,90,2,148,NGC,,,,,
0.571139,-27.8044,Gxy,Scl,11.4,,0.149524,-0.485279,268,3.9,1.9,118,2,150,NGC,,,,,
0.57075,-2.08462,Gxy,Cet,15.84,,0.149422,-0.0363835,269,0.69,0.39,23.3,3,30,IC,,,,,
0.57351,12.2685,Gxy,Psc,15.66,,0.150145,0.214126,270,1.15,0.23,89.7,3,31,IC,,,,,
0.576583,-8.34,**,Cet,,,0.150949,-0.14556,271,,,,2,156,NGC,,,,,
0.57675,-55.7894,Gxy,Phe,14,,0.150993,-0.973709,272,1.4,0.4,95,2,159,NGC,,,,,
0.57574,-30.0179,Gxy,Scl,14.3,,0.150728,-0.523911,273,1.32,0.74,129.3,3,1555,IC,,,,,
0.577806,-10.7664,Gxy,Cet,13.3,,0.151269,-0.187909,274,1.7,1.3,,2,155,NGC,,,,,
0.579639,-8.39667,Gxy,Cet,10.4,,0.151749,-0.146549,275,4.2,2.7,30,2,157,NGC,,,,,
0.584861,-8.34583,**,Cet,,,0.153116,-0.145662,276,,,,2,158,NGC,,,,,
0.5838,-2.14155,Gxy,Cet,15.97,,0.152838,-0.0373771,277,0.62,0.39,1,3,32,IC,,,,,
0.58477,-2.13772,Gxy,Cet,15.41,,0.153092,-0.0373103,278,0.78,0.59,122.6,3,33,IC,,,,,
0.585,-9.56667,?,Cet,,,0.153153,-0.16697,279,,,,1,1556,IC,,,,,
0.589833,-23.3764,Gxy,Cet,13.8,,0.154418,-0.407995,280,1,0.7,171,2,167,NGC,,,,,
0.592722,-2.84861,Gxy,Cet,13.4,,0.155174,-0.0497176,281,1.3,0.8,,2,161,NGC,,,,,
0.591667,-2.85,Gxy,Cet,16,,0.154898,-0.0497419,282,0.6,,,1,1557,IC,,,,,
0.59345,9.12422,Gxy,Psc,13.68,,0.155365,0.159248,283,2.82,1.07,155.7,3,34,IC,,,,,
0.596806,-13.61,Gxy,Cet,14.5,,0.156243,-0.237539,284,0.9,0.3,145,2,166,NGC,,,,,
0.599611,-73.1658,OC,Tuc,12.7,,0.156978,-1.27698,285,11.3,,,2,176,NGC,,,,,
0.59629,-25.3741,Gxy,Scl,12.87,,0.156108,-0.442861,286,2.82,1.51,143.3,3,1558,IC,,,,,
0.599917,-10.1219,Gxy,Cet,12.7,,0.157058,-0.176661,287,1.5,1.2,,2,163,NGC,,,,,
0.601139,23.9581,Gxy,And,12.4,,0.157378,0.418147,288,3,1.7,45,2,160,NGC,,,,,
0.602556,23.9625,*,And,,,0.157749,0.418225,289,,,,2,162,NGC,,,,,
0.609167,2.75083,Gxy,Psc,15.8,,0.159479,0.0480111,290,0.4,0.4,,2,164,NGC,,,,,
0.608028,-10.1067,Gxy,Cet,13.1,,0.159181,-0.176395,291,1.5,1.3,,2,165,NGC,,,,,
0.610944,-22.5933,Gxy,Cet,13.9,,0.159945,-0.394328,292,1.2,0.2,26,2,168,NGC,,,,,
0.612694,1.88639,Gxy,Cet,14.5,,0.160403,0.0329237,293,0.4,0.3,85,2,170,NGC,,,,,
0.614417,23.9897,Gxy,And,12.4,,0.160854,0.4187,294,2.6,0.7,88,2,169,NGC,,,,,
0.616333,-29.4783,Gxy,Scl,13,,0.161356,-0.514494,295,1.4,0.6,152,2,174,NGC,,,,,
0.61452,23.9848,Gxy,And,14.71,,0.160881,0.418614,296,0.83,0.44,159.4,3,1559,IC,,,,,
0.620139,1.94222,Gxy,Cet,13.2,,0.162352,0.0338982,297,3.2,2.6,90,2,173,NGC,,,,,
0.620639,-22.585,Gxy,Cet,14,,0.162483,-0.394183,298,2,0.3,12,2,172,NGC,,,,,
0.622667,-19.9347,Gxy,Cet,12.2,,0.163014,-0.347927,299,2.6,2.4,,2,171,NGC,,,175,NGC,
0.622667,-19.9347,Gxy,Cet,12,,0.163014,-0.347927,300,2.1,1.9,,2,175,NGC,,,,,
0.626472,-22.5483,Gxy,Cet,13.4,,0.16401,-0.393543,301,2.2,0.5,9,2,177,NGC,,,,,
0.62774,10.358,Gxy,Psc,15.02,,0.164342,0.180781,302,0.91,0.74,18.5,3,35,IC,,,,,
0.628333,2.66667,,Cet,,,0.164497,0.0465421,303,,,,1,1560,IC,,,,,
0.629556,-17.8492,Gxy,Cet,13.1,,0.164817,-0.311527,304,0.9,0.8,113,2,179,NGC,,,,,
0.63,-15.4333,,Cet,,,0.164934,-0.269362,305,,,,1,36,IC,,,,,
0.632667,8.63472,Gxy,Psc,13.1,,0.165632,0.150704,306,2.4,1.9,160,2,180,NGC,,,,,
0.639889,29.4708,Gxy,And,14.9,,0.167523,0.514363,307,0.5,0.2,,2,181,NGC,,,,,
0.636778,2.72833,Gxy,Psc,12.7,,0.166708,0.0476184,308,2,1.7,75,2,182,NGC,,,,,
0.641583,29.5097,Gxy,And,12.5,,0.167966,0.515042,309,2.1,1.6,130,2,183,NGC,,,,,
0.643389,29.4464,Gxy,And,14.6,,0.168439,0.513936,310,0.7,0.2,,2,184,NGC,,,,,
0.640361,3.16639,Gxy,Psc,13.6,,0.167646,0.0552639,311,1.4,0.8,23,2,186,NGC,,,,,
0.64283,-15.3587,Gxy,Cet,15.96,,0.168293,-0.268059,312,0.66,0.37,158.5,3,37,IC,,,,,
0.64236,-24.34,Gxy,Cet,15.06,,0.168169,-0.424813,313,1.41,0.51,103,3,1561,IC,,,,,
0.64411,-15.4198,Gxy,Cet,15.02,,0.168628,-0.269126,314,0.76,0.56,65,3,38,IC,,,,,
0.643333,-24.2833,Gxy,Cet,,,0.168424,-0.423824,315,2.1,,,1,1562,IC,,,,,
0.648528,7.0625,Gxy,Psc,14,,0.169784,0.123264,316,1.1,0.9,135,2,190,NGC,,,,,
0.649472,48.3408,Gxy,Cas,9.3,,0.170031,0.843707,317,11.7,10,35,2,185,NGC,18,C,,,
0.649806,-9.00278,Gxy,Cet,13.4,,0.170119,-0.157128,318,1.5,1.2,,2,191,NGC,,,,,
0.65006,-9.01456,Gxy,Cet,14.67,,0.170185,-0.157334,319,0.87,0.3,147.4,3,1563,IC,,,,,
0.652333,-14.1725,Gxy,Cet,12.4,,0.17078,-0.247357,320,2,1,175,2,178,NGC,,,,,
0.651,-18.6078,Gxy,Cet,13,,0.170431,-0.324767,321,1.4,1.1,,2,209,NGC,,,,,
0.651667,-14.1667,,Cet,,,0.170606,-0.247255,322,,,,1,39,IC,,,178,NGC,
0.65142,6.02108,Gxy,Psc,14.88,,0.170541,0.105088,323,1,0.5,84,3,1564,IC,,,,,
0.653778,0.863889,Gxy,Cet,13,,0.171159,0.0150777,324,1.9,0.9,167,2,192,NGC,,,,,
0.655139,3.33111,Gxy,Psc,13,,0.171515,0.0581389,325,1.4,1.2,55,2,193,NGC,,,,,
0.655083,3.03722,Gxy,Psc,12.6,,0.1715,0.0530095,326,1.5,1.4,30,2,194,NGC,,,,,
0.654972,0.9125,Gxy,Cet,13.6,,0.171471,0.0159261,327,1.3,0.8,15,2,196,NGC,,,,,
0.65525,0.891389,Gxy,Cet,13.7,,0.171544,0.0155577,328,1.2,0.8,5,2,197,NGC,,,,,
0.656389,2.79778,Gxy,Psc,13.4,,0.171842,0.0488304,329,1.2,1.2,80,2,198,NGC,,,,,
0.65731,6.73411,Gxy,Psc,14.53,,0.172083,0.117532,330,1.78,,,3,1565,IC,,,,,
0.656667,6.8,Gxy,Psc,15,,0.171915,0.118682,331,0.6,,,1,1566,IC,,,,,
0.65594,2.45625,Gxy,Cet,15.05,,0.171725,0.0428696,332,1.05,0.44,14.3,3,40,IC,,,,,
0.658417,-14.6564,Gxy,Cet,13.2,,0.172373,-0.255802,333,1.3,0.5,148,2,187,NGC,,,,,
0.659917,61.0944,OC,Cas,8.8,,0.172766,1.0663,334,3.7,,,2,189,NGC,,,,,
0.659944,-9.195,Gxy,Cet,13.7,,0.172773,-0.160483,335,1.1,0.8,,2,195,NGC,,,,,
0.659194,3.13861,Gxy,Psc,13.7,,0.172577,0.0547791,336,1.2,0.7,160,2,199,NGC,,,,,
0.659694,2.88806,Gxy,Psc,13.1,,0.172708,0.0504061,337,1.9,1,161,2,200,NGC,,,,,
0.66,6.61667,,Psc,,,0.172788,0.115483,338,,,,1,1567,IC,,,,,
0.65975,0.859444,Gxy,Cet,13.6,,0.172722,0.0150001,339,1.8,1.4,155,2,201,NGC,,,,,
0.661028,3.53556,Gxy,Psc,14.4,,0.173057,0.0617071,340,0.9,0.3,153,2,202,NGC,,,,,
0.660972,3.44278,Gxy,Psc,14.1,,0.173042,0.0600878,341,0.9,0.3,85,2,203,NGC,,,211,NGC,
0.661667,-14.1667,,Cet,,,0.173224,-0.247255,342,,,,1,41,IC,,,,,
0.66225,3.29944,Gxy,Psc,13.3,,0.173377,0.0575862,343,1.2,1.1,30,2,204,NGC,,,,,
0.66555,6.84861,Gxy,Psc,15.48,,0.174241,0.119531,344,1.15,0.87,75.5,3,1568,IC,,,,,
0.661306,-14.2378,Gxy,Cet,13.7,,0.173129,-0.248496,345,0.9,0.4,85,2,207,NGC,,,,,
0.670194,-56.1522,Gxy,Phe,13.5,,0.175456,-0.980041,346,1.3,1,131,2,212,NGC,,,,,
0.67275,41.6906,Gxy,And,8.2,,0.176126,0.727637,347,21.9,11,170,2,110,M,205,NGC,,,
0.671528,2.75639,Gxy,Psc,14.5,,0.175806,0.0481081,348,0.7,0.7,,2,208,NGC,,,,,
0.67446,6.71983,Gxy,Psc,15.7,,0.176573,0.117283,349,0.72,0.6,12.5,3,1569,IC,,,,,
0.675167,-73.4031,OC,Tuc,12.4,,0.176758,-1.28112,350,11.3,,,2,220,NGC,,,,,
0.675361,40.7394,GxyCld,And,,,0.176809,0.711037,351,,,,2,206,NGC,,,,,
0.676333,-13.8725,Gxy,Cet,11.1,,0.177064,-0.242121,352,5,3.3,165,2,210,NGC,,,,,
0.679028,-73.3842,OC,Tuc,12.2,,0.177769,-1.2808,353,5.7,,,2,222,NGC,,,,,
0.676667,6.75,,Psc,,,0.177151,0.11781,354,,,,1,1570,IC,,,,,
0.67718,-0.33067,Gxy,Cet,14.61,,0.177285,-0.00577128,355,1.05,0.83,14.6,3,1571,IC,,,,,
0.680139,-56.2142,Gxy,Phe,13.2,,0.17806,-0.981122,356,1.1,0.9,120,2,215,NGC,,,,,
0.660972,3.44278,Gxy,Psc,14.1,,0.173042,0.0600878,357,0.8,0.3,85,2,211,NGC,,,,,
0.685111,-73.3522,OC,Tuc,12.7,,0.179362,-1.28024,358,9.1,,,2,231,NGC,,,,,
0.68496,-15.428,Gxy,Cet,15.4,,0.179322,-0.26927,359,0.76,0.54,56.2,3,42,IC,,,,,
0.686139,16.4689,Gxy,Psc,13.5,,0.179631,0.287436,360,1.8,1.7,100,2,213,NGC,,,,,
0.686667,16.2667,,Psc,,,0.179769,0.283907,361,,,,1,1572,IC,,,,,
0.690778,-21.0453,Gxy,Cet,12.6,,0.180845,-0.367309,362,2,0.7,27,2,216,NGC,,,,,
0.691167,25.5,Gxy,And,12.4,,0.180947,0.445059,363,1.9,1.4,35,2,214,NGC,,,,,
0.692722,-10.0222,Gxy,Cet,12.6,,0.181354,-0.174921,364,2.6,0.6,115,2,217,NGC,,,,,
0.695806,36.3572,Gxy,And,14.3,,0.182161,0.634553,365,1.1,1.1,,2,218,NGC,,,,,
0.703333,0.85,Gxy,Cet,14,,0.184132,0.0148353,366,0.5,,,1,44,IC,,,223,NGC,
0.7029,-23.5916,Gxy,Cet,16.59,,0.184019,-0.411751,367,1.29,0.17,68.7,3,1573,IC,,,,,
0.703139,0.903889,Gxy,Cet,14.4,,0.184081,0.0157758,368,0.5,0.5,60,2,219,NGC,,,,,
0.707639,-23.6294,Gxy,Cet,14.9,,0.185259,-0.412412,369,1.1,0.2,44,2,230,NGC,,,,,
0.70613,29.6415,Gxy,And,13.95,,0.184864,0.517342,370,1.26,,,3,43,IC,,,,,
0.710167,-1.52861,Gxy,Cet,12.1,,0.185921,-0.0266793,371,1.6,1.3,155,2,227,NGC,,,,,
0.711611,40.8644,Gxy,And,8.3,,0.186299,0.713219,372,8.7,6.5,170,2,32,M,221,NGC,,,
0.704389,0.845556,Gxy,Cet,13.4,,0.184409,0.0147577,373,1.3,0.9,62,2,223,NGC,,,,,
0.712306,41.2683,Gxy,And,3.6,,0.186481,0.720268,374,190.5,61.7,35,2,31,M,224,NGC,,,
0.712639,-23.5611,Gxy,Cet,13.7,,0.186568,-0.411219,375,1,0.8,,2,232,NGC,,,,,
0.70621,29.6985,Gxy,And,15.24,,0.184885,0.518337,376,1.12,0.32,51.2,3,45,IC,,,,,
0.715028,32.5808,Gxy,And,13.4,,0.187194,0.568643,377,0.9,0.9,,2,226,NGC,,,,,
0.715139,23.5028,Gxy,And,13.9,,0.187223,0.410201,378,1.2,1.1,,2,228,NGC,,,,,
0.714556,-23.5411,Gxy,Cet,13.3,,0.18707,-0.41087,379,1.3,0.7,117,2,235,NGC,,,,,
0.715,-13.75,?,Cet,,,0.187187,-0.239983,380,,,,1,47,IC,,,,,
0.717972,23.5089,Gxy,And,14.1,,0.187965,0.410308,381,0.9,0.2,95,2,229,NGC,,,,,
0.71609,27.2535,Gxy,And,14.58,,0.187472,0.475663,382,0.79,0.6,82.5,3,46,IC,,,,,
0.71768,-22.2476,Gxy,Cet,14.47,,0.187888,-0.388293,383,1.82,0.69,175.9,3,1574,IC,,,,,
0.725639,61.7903,OC,Cas,7,,0.189972,1.07844,384,12,,,2,225,NGC,,,,,
0.726806,30.5875,Gxy,And,12.5,,0.190277,0.533853,385,1.7,1.5,,2,233,NGC,,,,,
0.725667,14.3431,Gxy,Psc,12.7,,0.189979,0.250334,386,1.6,1.6,,2,234,NGC,,,,,
0.723861,-50.1847,Gxy,Phe,12.7,,0.189506,-0.875889,387,1.9,1.6,93,2,238,NGC,,,,,
0.726056,-73.4464,OC,Tuc,,,0.190081,-1.28188,388,,,,2,241,NGC,,,,,
0.724306,2.95861,Gxy,Psc,13.7,,0.189623,0.0516375,389,1.1,1,160,2,236,NGC,,,,,
0.724361,-0.125556,Gxy,Cet,12.8,,0.189637,-0.00219136,390,1.6,0.9,175,2,237,NGC,,,,,
0.726056,-73.4464,OC,Tuc,12,,0.190081,-1.28188,391,,,,2,242,NGC,,,,,
0.72624,-8.1865,Gxy,Cet,14.01,,0.190129,-0.142881,392,1.12,0.91,171.9,3,48,IC,,,,,
0.72594,-4.11779,Gxy,Cet,14.4,,0.190051,-0.071869,393,0.87,0.76,140,3,1575,IC,,,,,
0.791583,85.2414,OC,Cep,8.1,,0.207236,1.48774,394,13,,,2,188,NGC,1,C,,,
0.733333,1.85,Gxy,Cet,,,0.191986,0.0322886,395,1.9,,,1,49,IC,,,,,
0.73727,-25.1092,Gxy,Scl,15.49,,0.193017,-0.438239,396,0.76,0.46,142.8,3,1576,IC,,,,,
0.74055,-25.0762,Gxy,Scl,15.24,,0.193876,-0.437663,397,0.85,0.37,17.7,3,1578,IC,,,,,
0.74375,-3.75972,Gxy,Cet,14,,0.194713,-0.0656195,398,1,0.5,,2,239,NGC,,,,,
0.743333,-8.13333,,Cet,,,0.194604,-0.141953,399,,,,1,1577,IC,,,,,
0.750528,6.11306,Gxy,Psc,13.7,,0.196488,0.106693,400,1.6,1.6,,2,240,NGC,,,,,
0.756722,-73.3803,Neb,Tuc,,,0.198109,-1.28073,401,,,,2,248,NGC,,,,,
0.759139,-73.0775,Neb,Tuc,,,0.198742,-1.27544,402,,,,2,249,NGC,,,,,
0.75899,-26.5653,Gxy,Scl,14.73,,0.198703,-0.463652,403,1.02,0.54,5.8,3,1579,IC,,,,,
0.762833,-15.5972,Gxy,Cet,12.9,,0.199709,-0.272223,404,1.2,1,,2,244,NGC,,,,,
0.767028,29.9586,Gxy,And,13.7,,0.200807,0.522876,405,0.7,0.3,150,2,243,NGC,,,,,
0.764833,-73.5078,OC+Neb,Tuc,12.7,,0.200233,-1.28295,406,,,,2,256,NGC,,,,,
0.768167,-1.72444,Gxy,Cet,12.4,,0.201106,-0.0300972,407,1.4,1.2,145,2,245,NGC,,,,,
0.76288,-25.9202,Gxy,Scl,16.17,,0.199722,-0.452392,408,1,0.2,48.1,3,1581,IC,,,,,
0.76825,-9.50303,Gxy,Cet,14.9,,0.201127,-0.165859,409,1.02,0.87,174.3,3,50,IC,,,,,
0.771667,29.9167,,And,,,0.202022,0.522144,410,,,,1,1580,IC,,,,,
0.77135,-24.2793,Gxy,Cet,15.72,,0.201939,-0.423754,411,1.2,0.3,47.4,3,1582,IC,,,,,
0.77338,-13.4424,Gxy,Cet,13.75,,0.20247,-0.234614,412,1.7,,,3,51,IC,,,,,
0.774417,-73.1036,Neb,Tuc,,,0.202742,-1.2759,413,,,,2,261,NGC,,,,,
0.784222,-11.8722,PN,Cet,10.9,,0.205309,-0.207209,414,4.6,4.1,,2,246,NGC,56,C,,,
0.785667,-20.76,Gxy,Cet,9.2,,0.205687,-0.36233,415,21.4,6.9,174,2,247,NGC,62,C,,,
0.78619,23.0738,Gxy,And,15.43,,0.205824,0.402714,416,0.6,0.47,28,3,1583,IC,,,,,
0.787806,7.91,Gxy,Psc,13.8,,0.206247,0.138056,417,1.4,0.8,153,2,250,NGC,,,,,
0.7873,23.0535,Gxy,And,15.31,,0.206115,0.40236,418,0.76,0.55,110.5,3,1585,IC,,,,,
0.78849,27.8273,Gxy,And,15.03,,0.206426,0.485679,419,1.38,1.2,95,3,1584,IC,,,,,
0.791028,-31.4211,Gxy,Scl,12,,0.207091,-0.548402,420,2.5,1.5,137,2,254,NGC,,,,,
0.792528,-25.2881,Gxy,Scl,7.8,"Sculptor galaxy",0.207483,-0.44136,421,27.5,6.8,52,2,253,NGC,65,C,,,
0.786472,-73.4786,OC,Tuc,12.2,,0.205898,-1.28244,422,,,,2,265,NGC,,,,,
0.798306,19.5967,Gxy,Psc,13.4,,0.208996,0.342026,423,2.4,1.9,105,2,251,NGC,,,,,
0.796472,-11.4686,Gxy,Cet,11.7,,0.208516,-0.200165,424,3,2.5,,2,255,NGC,,,,,
0.79897,22.3729,Gxy,And,14.7,,0.20917,0.390481,425,0,,,3,1586,IC,,,,,
0.800417,27.6239,Gxy,And,12.5,,0.209549,0.482128,426,1.5,1.1,80,2,252,NGC,,,,,
0.800806,-73.2742,OC+Neb,Tuc,,,0.20965,-1.27888,427,,,,2,267,NGC,,,,,
0.800417,8.29667,Gxy,Psc,12.9,,0.209549,0.144804,428,1.9,1.3,105,2,257,NGC,,,,,
0.800917,-2.77639,Gxy,Cet,12.8,,0.209679,-0.0484571,429,2.8,0.6,140,2,259,NGC,,,,,
0.803556,27.6567,Gxy,And,14.2,,0.21037,0.4827,430,0.5,0.4,108,2,258,NGC,,,,,
0.805806,-38.2342,Gxy,Scl,13.5,,0.210959,-0.667312,431,1,0.3,113,2,264,NGC,,,,,
0.8066,4.09186,Gxy,Psc,15.37,,0.211167,0.0714164,432,0.95,0.41,96,3,52,IC,,,,,
0.805861,-73.5317,OC,Tuc,13.3,,0.210974,-1.28337,433,,,,2,269,NGC,,,,,
0.809639,27.6925,Gxy,And,13.7,,0.211963,0.483325,434,0.9,0.9,,2,260,NGC,,,,,
0.813111,31.9572,Gxy,And,13.9,,0.212872,0.557759,435,1.1,1.1,,2,262,NGC,,,,,
0.81202,-23.5617,Gxy,Cet,15.51,,0.212586,-0.411229,436,1.15,0.44,30.5,3,1587,IC,,,,,
0.813417,-13.1078,Gxy,Cet,14.3,,0.212952,-0.228774,437,0.6,0.3,45,2,263,NGC,,,,,
0.830028,32.2786,Gxy,Psc,11.6,,0.217301,0.563368,438,3,2.9,,2,266,NGC,,,,,
0.835944,-5.19389,Gxy,Cet,12.6,,0.21885,-0.0906505,439,1.6,1.1,105,2,268,NGC,,,,,
0.84465,10.6001,Gxy,Psc,15.26,,0.221129,0.185007,440,0.87,0.62,94.5,3,53,IC,,,,,
0.842333,-8.65222,Gxy,Cet,12.9,,0.220522,-0.15101,441,1.7,1.5,15,2,270,NGC,,,,,
0.844944,-1.91083,Gxy,Cet,12.2,,0.221206,-0.0333503,442,2.1,1.7,130,2,271,NGC,,,,,
0.846806,-6.88611,Gxy,Cet,12.9,,0.221693,-0.120185,443,2.2,0.7,105,2,273,NGC,,,,,
0.846667,-2.28333,**,Cet,,,0.221657,-0.0398517,444,,,,1,54,IC,,,,,
0.8505,-7.05722,Gxy,Cet,11.9,,0.22266,-0.123172,445,1.5,1.5,,2,274,NGC,,,,,
0.84937,-23.558,Gxy,Cet,16.28,,0.222365,-0.411164,446,0.69,0.35,152.7,3,1588,IC,,,,,
0.851194,-7.06556,Gxy,Cet,12.7,,0.222842,-0.123317,447,1.5,1.1,90,2,275,NGC,,,,,
0.854111,-73.1625,OC,Tuc,12,,0.223606,-1.27693,448,,,,2,290,NGC,,,,,
0.856972,35.8217,OC,And,8.5,,0.224355,0.625206,449,,,,2,272,NGC,,,,,
0.85475,-8.59694,Gxy,Cet,13.7,,0.223773,-0.150045,450,1.4,1.2,,2,277,NGC,,,,,
0.85831,-12.8444,Gxy,Cet,15.02,,0.224705,-0.224177,451,0.81,0.74,116.2,3,56,IC,,,,,
0.858333,-34.4667,,Scl,,,0.224711,-0.601557,452,,,,1,1589,IC,,,,,
0.86177,7.71864,Gxy,Psc,15.01,,0.225611,0.134716,453,0.55,0.28,175,3,55,IC,,,,,
0.868472,-22.68,Gxy,Cet,15.1,,0.227365,-0.395841,454,1,0.4,90,2,276,NGC,,,,,
0.867917,47.5506,Gxy,Cas,10.9,,0.22722,0.829914,455,2.1,2,,2,278,NGC,,,,,
0.884944,-73.3811,OC,Tuc,12.7,,0.231678,-1.28074,456,,,,2,294,NGC,,,,,
0.868333,-22.6833,Gxy,Cet,,,0.227329,-0.395899,457,1.3,,,1,1591,IC,,,276,NGC,
0.869139,-2.21833,Gxy,Cet,12.8,,0.22754,-0.0387172,458,1.6,1.2,5,2,279,NGC,,,,,
0.874972,24.3503,Gxy,And,13.5,,0.229067,0.424993,459,1.7,1.1,95,2,280,NGC,,,,,
0.87825,-31.2078,Gxy,Scl,11,,0.229925,-0.544678,460,5.1,3.6,130,2,289,NGC,,,,,
0.883139,56.6219,OC+Neb,Cas,7,,0.231205,0.988239,461,25,30,,2,281,NGC,,,,,
0.878389,30.6392,Gxy,Psc,13.7,,0.229962,0.534754,462,1,0.9,50,2,282,NGC,,,,,
0.879833,-26.59,GC,Scl,8.1,,0.23034,-0.464083,463,14,,,2,288,NGC,,,,,
0.877222,-72.8003,Gxy,Tuc,2.2,"Small Magellanic Cloud",0.229656,-1.2706,464,316,186,45,2,292,NGC,,,,,
0.885,56.5833,OC,Cas,,,0.231692,0.987565,465,,,,1,1590,IC,,,,,
0.887,-13.1644,Gxy,Cet,14.1,,0.232216,-0.229763,466,1.6,1,,2,283,NGC,,,,,
0.89084,5.77042,Gxy,Psc,15.33,,0.233221,0.100713,467,0.87,0.69,167.5,3,1592,IC,,,,,
0.89225,-58.1071,Gxy,Tuc,14.93,,0.23359,-1.01416,468,1.62,0.42,152.4,3,1597,IC,,,,,
0.890056,-13.1592,Gxy,Cet,14.4,,0.233016,-0.229671,469,0.7,0.6,5,2,284,NGC,,,,,
0.891778,-13.1128,Gxy,Cet,14.1,,0.233467,-0.228861,470,1.3,0.9,,2,286,NGC,,,,,
0.891194,32.4822,Gxy,Psc,13.9,,0.233314,0.566922,471,0.8,0.4,21,2,287,NGC,,,,,
0.891583,-8.76917,Gxy,Cet,13.9,,0.233416,-0.153051,472,1.1,0.5,75,2,291,NGC,,,,,
0.891639,-13.1617,Gxy,Cet,14.7,,0.233431,-0.229714,473,0.7,0.4,10,2,285,NGC,,,,,
0.89592,-47.6475,Gxy,Phe,15.12,,0.234551,-0.831605,474,1.26,0.39,129.3,3,1594,IC,,,,,
0.89636,-45.188,Gxy,Phe,15.35,,0.234666,-0.78868,475,1.45,0.26,12.2,3,1595,IC,,,,,
0.890222,-72.1964,OC+Neb,Tuc,11,,0.23306,-1.26006,476,,,,2,299,NGC,,,,,
0.904417,-7.23556,Gxy,Cet,14.2,,0.236776,-0.126284,477,1.1,0.9,10,2,293,NGC,,,,,
0.90912,-23.4949,Gxy,Cet,15.45,,0.238007,-0.410064,478,1.17,0.27,107,3,1599,IC,,,,,
